scenario,variant,n,penalty,weight,strategy,ndcg
running,delay,10,7,var3,SubtreeWithPenalty,0.986649
running,delay,10,7,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.992634
running,delay,10,7,var3,ResponseTimeAnalysis,0.958775
running,delay,10,7,var3,ResponseTimeAnalysisWithPenalty,0.958775
running,delay,10,7,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.983943
running,delay,10,7,var3,HybridWithUncertainty,0.995765
running,delay,10,7,var3,HybridWithUncertaintyPropagation,0.995765
running,delay,10,7,var3,HybridWithUncertaintyAndPenalty,0.985155
running,delay,10,7,var3,HybridWithUncertaintyPropagationAndPenalty,0.997575
running,delay,10,7,var2,Subtree,0.986649
running,delay,10,7,var2,SubtreeWithUncertainty,0.986649
running,delay,10,7,var2,SubtreeWithUncertaintyPropagation,0.986649
running,delay,10,7,var2,SubtreeWithPenalty,0.986649
running,delay,10,7,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.986649
running,delay,10,7,var2,ResponseTimeAnalysis,0.958775
running,delay,10,7,var2,ResponseTimeAnalysisWithPenalty,0.958775
running,delay,10,7,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.976163
running,delay,10,7,var2,HybridWithUncertainty,0.988968
running,delay,10,7,var2,HybridWithUncertaintyPropagation,0.988968
running,delay,10,7,var2,HybridWithUncertaintyAndPenalty,0.980603
running,delay,10,7,var2,HybridWithUncertaintyPropagationAndPenalty,0.980603
running,delay,10,5,var3,Subtree,0.986649
running,delay,10,5,var3,SubtreeWithUncertainty,0.987149
running,delay,10,5,var3,SubtreeWithUncertaintyPropagation,0.987149
running,delay,10,5,var3,SubtreeWithPenalty,0.986649
running,delay,10,5,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.992634
running,delay,10,5,var3,ResponseTimeAnalysis,0.958775
running,delay,10,5,var3,ResponseTimeAnalysisWithPenalty,0.958775
running,delay,10,5,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.983943
running,delay,10,5,var3,HybridWithUncertainty,0.995765
running,delay,10,5,var3,HybridWithUncertaintyPropagation,0.995765
running,delay,10,5,var3,HybridWithUncertaintyAndPenalty,0.988623
running,delay,10,5,var3,HybridWithUncertaintyPropagationAndPenalty,0.997575
running,delay,10,5,var2,Subtree,0.986649
running,delay,10,5,var2,SubtreeWithUncertainty,0.986649
running,delay,10,5,var2,SubtreeWithUncertaintyPropagation,0.986649
running,delay,10,5,var2,SubtreeWithPenalty,0.986649
running,delay,10,5,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.986649
running,delay,10,5,var2,ResponseTimeAnalysis,0.958775
running,delay,10,5,var2,ResponseTimeAnalysisWithPenalty,0.958775
running,delay,10,5,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.976163
running,delay,10,5,var2,HybridWithUncertainty,0.988968
running,delay,10,5,var2,HybridWithUncertaintyPropagation,0.988968
running,delay,10,5,var2,HybridWithUncertaintyAndPenalty,0.980603
running,delay,10,5,var2,HybridWithUncertaintyPropagationAndPenalty,0.986813
running,delay,10,1,var2,Subtree,0.986649
running,delay,10,1,var2,SubtreeWithUncertainty,0.986649
running,delay,10,1,var2,SubtreeWithUncertaintyPropagation,0.986649
running,delay,10,1,var2,SubtreeWithPenalty,0.986649
running,delay,10,1,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.986649
running,delay,10,1,var2,ResponseTimeAnalysis,0.958775
running,delay,10,1,var2,ResponseTimeAnalysisWithPenalty,0.958775
running,delay,10,1,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.979343
running,delay,10,1,var2,HybridWithUncertainty,0.988968
running,delay,10,1,var2,HybridWithUncertaintyPropagation,0.988968
running,delay,10,1,var2,HybridWithUncertaintyAndPenalty,0.988968
running,delay,10,1,var2,HybridWithUncertaintyPropagationAndPenalty,0.988968
running,delay,10,1,var3,Subtree,0.986649
running,delay,10,1,var3,SubtreeWithUncertainty,0.987149
running,delay,10,1,var3,SubtreeWithUncertaintyPropagation,0.987149
running,delay,10,1,var3,SubtreeWithPenalty,0.986649
running,delay,10,1,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.989891
running,delay,10,1,var3,ResponseTimeAnalysis,0.958775
running,delay,10,1,var3,ResponseTimeAnalysisWithPenalty,0.958775
running,delay,10,1,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.973640
running,delay,10,1,var3,HybridWithUncertainty,0.995765
running,delay,10,1,var3,HybridWithUncertaintyPropagation,0.995765
running,delay,10,1,var3,HybridWithUncertaintyAndPenalty,0.995765
running,delay,10,1,var3,HybridWithUncertaintyPropagationAndPenalty,0.995765
running,delay,10,3,var2,Subtree,0.986649
running,delay,10,3,var2,SubtreeWithUncertainty,0.986649
running,delay,10,3,var2,SubtreeWithUncertaintyPropagation,0.986649
running,delay,10,3,var2,SubtreeWithPenalty,0.986649
running,delay,10,3,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.986649
running,delay,10,3,var2,ResponseTimeAnalysis,0.958775
running,delay,10,3,var2,ResponseTimeAnalysisWithPenalty,0.958775
running,delay,10,3,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.976163
running,delay,10,3,var2,HybridWithUncertainty,0.988968
running,delay,10,3,var2,HybridWithUncertaintyPropagation,0.988968
running,delay,10,3,var2,HybridWithUncertaintyAndPenalty,0.986813
running,delay,10,3,var2,HybridWithUncertaintyPropagationAndPenalty,0.994032
running,delay,10,3,var3,Subtree,0.986649
running,delay,10,3,var3,SubtreeWithUncertainty,0.987149
running,delay,10,3,var3,SubtreeWithUncertaintyPropagation,0.987149
running,delay,10,3,var3,SubtreeWithPenalty,0.986649
running,delay,10,3,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.992634
running,delay,10,3,var3,ResponseTimeAnalysis,0.958775
running,delay,10,3,var3,ResponseTimeAnalysisWithPenalty,0.958775
running,delay,10,3,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.995187
running,delay,10,3,var3,HybridWithUncertainty,0.995765
running,delay,10,3,var3,HybridWithUncertaintyPropagation,0.995765
running,delay,10,3,var3,HybridWithUncertaintyAndPenalty,1.000000
running,delay,10,3,var3,HybridWithUncertaintyPropagationAndPenalty,1.000000
multichange,delay1,3,5,var2,Subtree,0.808660
multichange,delay1,3,5,var2,SubtreeWithUncertainty,0.808660
multichange,delay1,3,5,var2,SubtreeWithUncertaintyPropagation,0.816340
multichange,delay1,3,5,var2,SubtreeWithPenalty,0.867320
multichange,delay1,3,5,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.765361
multichange,delay1,3,5,var2,ResponseTimeAnalysis,0.921787
multichange,delay1,3,5,var2,ResponseTimeAnalysisWithPenalty,0.921787
multichange,delay1,3,5,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.921787
multichange,delay1,3,5,var2,HybridWithUncertainty,0.808660
multichange,delay1,3,5,var2,HybridWithUncertaintyPropagation,0.824020
multichange,delay1,3,5,var2,HybridWithUncertaintyAndPenalty,1.000000
multichange,delay1,3,5,var2,HybridWithUncertaintyPropagationAndPenalty,0.882680
multichange,delay1,3,5,var3,Subtree,0.808660
multichange,delay1,3,5,var3,SubtreeWithUncertainty,0.808660
multichange,delay1,3,5,var3,SubtreeWithUncertaintyPropagation,0.808660
multichange,delay1,3,5,var3,SubtreeWithPenalty,0.867320
multichange,delay1,3,5,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.816340
multichange,delay1,3,5,var3,ResponseTimeAnalysis,0.921787
multichange,delay1,3,5,var3,ResponseTimeAnalysisWithPenalty,0.921787
multichange,delay1,3,5,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.882680
multichange,delay1,3,5,var3,HybridWithUncertainty,0.808660
multichange,delay1,3,5,var3,HybridWithUncertaintyPropagation,0.808660
multichange,delay1,3,5,var3,HybridWithUncertaintyAndPenalty,1.000000
multichange,delay1,3,5,var3,HybridWithUncertaintyPropagationAndPenalty,0.838454
multichange,delay1,3,7,var2,Subtree,0.808660
multichange,delay1,3,7,var2,SubtreeWithUncertainty,0.808660
multichange,delay1,3,7,var2,SubtreeWithUncertaintyPropagation,0.816340
multichange,delay1,3,7,var2,SubtreeWithPenalty,0.867320
multichange,delay1,3,7,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.808660
multichange,delay1,3,7,var2,ResponseTimeAnalysis,0.921787
multichange,delay1,3,7,var2,ResponseTimeAnalysisWithPenalty,0.921787
multichange,delay1,3,7,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.921787
multichange,delay1,3,7,var2,HybridWithUncertainty,0.808660
multichange,delay1,3,7,var2,HybridWithUncertaintyPropagation,0.824020
multichange,delay1,3,7,var2,HybridWithUncertaintyAndPenalty,1.000000
multichange,delay1,3,7,var2,HybridWithUncertaintyPropagationAndPenalty,1.000000
multichange,delay1,3,7,var3,Subtree,0.808660
multichange,delay1,3,7,var3,SubtreeWithUncertainty,0.808660
multichange,delay1,3,7,var3,SubtreeWithUncertaintyPropagation,0.808660
multichange,delay1,3,7,var3,SubtreeWithPenalty,0.867320
multichange,delay1,3,7,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.794691
multichange,delay1,3,7,var3,ResponseTimeAnalysis,0.921787
multichange,delay1,3,7,var3,ResponseTimeAnalysisWithPenalty,0.921787
multichange,delay1,3,7,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.882680
multichange,delay1,3,7,var3,HybridWithUncertainty,0.808660
multichange,delay1,3,7,var3,HybridWithUncertaintyPropagation,0.808660
multichange,delay1,3,7,var3,HybridWithUncertaintyAndPenalty,1.000000
multichange,delay1,3,7,var3,HybridWithUncertaintyPropagationAndPenalty,0.904330
multichange,delay1,3,3,var3,Subtree,0.808660
multichange,delay1,3,3,var3,SubtreeWithUncertainty,0.808660
multichange,delay1,3,3,var3,SubtreeWithUncertaintyPropagation,0.808660
multichange,delay1,3,3,var3,SubtreeWithPenalty,0.824020
multichange,delay1,3,3,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.808660
multichange,delay1,3,3,var3,ResponseTimeAnalysis,0.921787
multichange,delay1,3,3,var3,ResponseTimeAnalysisWithPenalty,0.921787
multichange,delay1,3,3,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.882680
multichange,delay1,3,3,var3,HybridWithUncertainty,0.808660
multichange,delay1,3,3,var3,HybridWithUncertaintyPropagation,0.808660
multichange,delay1,3,3,var3,HybridWithUncertaintyAndPenalty,0.933660
multichange,delay1,3,3,var3,HybridWithUncertaintyPropagationAndPenalty,0.808660
multichange,delay1,3,3,var2,Subtree,0.808660
multichange,delay1,3,3,var2,SubtreeWithUncertainty,0.808660
multichange,delay1,3,3,var2,SubtreeWithUncertaintyPropagation,0.816340
multichange,delay1,3,3,var2,SubtreeWithPenalty,0.824020
multichange,delay1,3,3,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.824020
multichange,delay1,3,3,var2,ResponseTimeAnalysis,0.921787
multichange,delay1,3,3,var2,ResponseTimeAnalysisWithPenalty,0.921787
multichange,delay1,3,3,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.921787
multichange,delay1,3,3,var2,HybridWithUncertainty,0.808660
multichange,delay1,3,3,var2,HybridWithUncertaintyPropagation,0.824020
multichange,delay1,3,3,var2,HybridWithUncertaintyAndPenalty,0.933660
multichange,delay1,3,3,var2,HybridWithUncertaintyPropagationAndPenalty,0.853350
multichange,delay1,3,1,var3,Subtree,0.808660
multichange,delay1,3,1,var3,SubtreeWithUncertainty,0.808660
multichange,delay1,3,1,var3,SubtreeWithUncertaintyPropagation,0.808660
multichange,delay1,3,1,var3,SubtreeWithPenalty,0.808660
multichange,delay1,3,1,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.808660
multichange,delay1,3,1,var3,ResponseTimeAnalysis,0.921787
multichange,delay1,3,1,var3,ResponseTimeAnalysisWithPenalty,0.921787
multichange,delay1,3,1,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.750000
multichange,delay1,3,1,var3,HybridWithUncertainty,0.808660
multichange,delay1,3,1,var3,HybridWithUncertaintyPropagation,0.808660
multichange,delay1,3,1,var3,HybridWithUncertaintyAndPenalty,0.808660
multichange,delay1,3,1,var3,HybridWithUncertaintyPropagationAndPenalty,0.808660
multichange,delay1,3,1,var2,Subtree,0.808660
multichange,delay1,3,1,var2,SubtreeWithUncertainty,0.808660
multichange,delay1,3,1,var2,SubtreeWithUncertaintyPropagation,0.816340
multichange,delay1,3,1,var2,SubtreeWithPenalty,0.808660
multichange,delay1,3,1,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.824020
multichange,delay1,3,1,var2,ResponseTimeAnalysis,0.921787
multichange,delay1,3,1,var2,ResponseTimeAnalysisWithPenalty,0.921787
multichange,delay1,3,1,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.921787
multichange,delay1,3,1,var2,HybridWithUncertainty,0.808660
multichange,delay1,3,1,var2,HybridWithUncertaintyPropagation,0.824020
multichange,delay1,3,1,var2,HybridWithUncertaintyAndPenalty,0.808660
multichange,delay1,3,1,var2,HybridWithUncertaintyPropagationAndPenalty,0.824020
multichange,delay1,3,9,var0,Subtree,0.808660
multichange,delay1,3,9,var0,SubtreeWithUncertainty,0.808660
multichange,delay1,3,9,var0,SubtreeWithUncertaintyPropagation,0.808660
multichange,delay1,3,9,var0,SubtreeWithPenalty,0.867320
multichange,delay1,3,9,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.800980
multichange,delay1,3,9,var0,ResponseTimeAnalysis,0.921787
multichange,delay1,3,9,var0,ResponseTimeAnalysisWithPenalty,0.921787
multichange,delay1,3,9,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.882680
multichange,delay1,3,9,var0,HybridWithUncertainty,0.808660
multichange,delay1,3,9,var0,HybridWithUncertaintyPropagation,0.808660
multichange,delay1,3,9,var0,HybridWithUncertaintyAndPenalty,1.000000
multichange,delay1,3,9,var0,HybridWithUncertaintyPropagationAndPenalty,1.000000
multichange,delay1,3,9,var1,Subtree,0.808660
multichange,delay1,3,9,var1,SubtreeWithUncertainty,0.808660
multichange,delay1,3,9,var1,SubtreeWithUncertaintyPropagation,0.808660
multichange,delay1,3,9,var1,SubtreeWithPenalty,0.867320
multichange,delay1,3,9,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.800980
multichange,delay1,3,9,var1,ResponseTimeAnalysis,0.921787
multichange,delay1,3,9,var1,ResponseTimeAnalysisWithPenalty,0.921787
multichange,delay1,3,9,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.882680
multichange,delay1,3,9,var1,HybridWithUncertainty,0.808660
multichange,delay1,3,9,var1,HybridWithUncertaintyPropagation,0.808660
multichange,delay1,3,9,var1,HybridWithUncertaintyAndPenalty,1.000000
multichange,delay1,3,9,var1,HybridWithUncertaintyPropagationAndPenalty,1.000000
multichange,delay1,3,1,var0,Subtree,0.808660
multichange,delay1,3,1,var0,SubtreeWithUncertainty,0.808660
multichange,delay1,3,1,var0,SubtreeWithUncertaintyPropagation,0.808660
multichange,delay1,3,1,var0,SubtreeWithPenalty,0.808660
multichange,delay1,3,1,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.808660
multichange,delay1,3,1,var0,ResponseTimeAnalysis,0.921787
multichange,delay1,3,1,var0,ResponseTimeAnalysisWithPenalty,0.921787
multichange,delay1,3,1,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.867320
multichange,delay1,3,1,var0,HybridWithUncertainty,0.808660
multichange,delay1,3,1,var0,HybridWithUncertaintyPropagation,0.808660
multichange,delay1,3,1,var0,HybridWithUncertaintyAndPenalty,0.808660
multichange,delay1,3,1,var0,HybridWithUncertaintyPropagationAndPenalty,0.808660
multichange,delay1,3,1,var1,Subtree,0.808660
multichange,delay1,3,1,var1,SubtreeWithUncertainty,0.808660
multichange,delay1,3,1,var1,SubtreeWithUncertaintyPropagation,0.808660
multichange,delay1,3,1,var1,SubtreeWithPenalty,0.808660
multichange,delay1,3,1,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.808660
multichange,delay1,3,1,var1,ResponseTimeAnalysis,0.921787
multichange,delay1,3,1,var1,ResponseTimeAnalysisWithPenalty,0.921787
multichange,delay1,3,1,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.867320
multichange,delay1,3,1,var1,HybridWithUncertainty,0.808660
multichange,delay1,3,1,var1,HybridWithUncertaintyPropagation,0.808660
multichange,delay1,3,1,var1,HybridWithUncertaintyAndPenalty,0.808660
multichange,delay1,3,1,var1,HybridWithUncertaintyPropagationAndPenalty,0.808660
multichange,delay1,3,3,var0,Subtree,0.808660
multichange,delay1,3,3,var0,SubtreeWithUncertainty,0.808660
multichange,delay1,3,3,var0,SubtreeWithUncertaintyPropagation,0.808660
multichange,delay1,3,3,var0,SubtreeWithPenalty,0.824020
multichange,delay1,3,3,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.816340
multichange,delay1,3,3,var0,ResponseTimeAnalysis,0.921787
multichange,delay1,3,3,var0,ResponseTimeAnalysisWithPenalty,0.921787
multichange,delay1,3,3,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.882680
multichange,delay1,3,3,var0,HybridWithUncertainty,0.808660
multichange,delay1,3,3,var0,HybridWithUncertaintyPropagation,0.808660
multichange,delay1,3,3,var0,HybridWithUncertaintyAndPenalty,0.933660
multichange,delay1,3,3,var0,HybridWithUncertaintyPropagationAndPenalty,0.816340
multichange,delay1,3,3,var1,Subtree,0.808660
multichange,delay1,3,3,var1,SubtreeWithUncertainty,0.808660
multichange,delay1,3,3,var1,SubtreeWithUncertaintyPropagation,0.808660
multichange,delay1,3,3,var1,SubtreeWithPenalty,0.824020
multichange,delay1,3,3,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.816340
multichange,delay1,3,3,var1,ResponseTimeAnalysis,0.921787
multichange,delay1,3,3,var1,ResponseTimeAnalysisWithPenalty,0.921787
multichange,delay1,3,3,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.882680
multichange,delay1,3,3,var1,HybridWithUncertainty,0.808660
multichange,delay1,3,3,var1,HybridWithUncertaintyPropagation,0.808660
multichange,delay1,3,3,var1,HybridWithUncertaintyAndPenalty,0.933660
multichange,delay1,3,3,var1,HybridWithUncertaintyPropagationAndPenalty,0.816340
multichange,delay1,3,7,var1,Subtree,0.808660
multichange,delay1,3,7,var1,SubtreeWithUncertainty,0.808660
multichange,delay1,3,7,var1,SubtreeWithUncertaintyPropagation,0.808660
multichange,delay1,3,7,var1,SubtreeWithPenalty,0.867320
multichange,delay1,3,7,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.787010
multichange,delay1,3,7,var1,ResponseTimeAnalysis,0.921787
multichange,delay1,3,7,var1,ResponseTimeAnalysisWithPenalty,0.921787
multichange,delay1,3,7,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.882680
multichange,delay1,3,7,var1,HybridWithUncertainty,0.808660
multichange,delay1,3,7,var1,HybridWithUncertaintyPropagation,0.808660
multichange,delay1,3,7,var1,HybridWithUncertaintyAndPenalty,1.000000
multichange,delay1,3,7,var1,HybridWithUncertaintyPropagationAndPenalty,0.970670
multichange,delay1,3,7,var0,Subtree,0.808660
multichange,delay1,3,7,var0,SubtreeWithUncertainty,0.808660
multichange,delay1,3,7,var0,SubtreeWithUncertaintyPropagation,0.808660
multichange,delay1,3,7,var0,SubtreeWithPenalty,0.867320
multichange,delay1,3,7,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.787010
multichange,delay1,3,7,var0,ResponseTimeAnalysis,0.921787
multichange,delay1,3,7,var0,ResponseTimeAnalysisWithPenalty,0.921787
multichange,delay1,3,7,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.882680
multichange,delay1,3,7,var0,HybridWithUncertainty,0.808660
multichange,delay1,3,7,var0,HybridWithUncertaintyPropagation,0.808660
multichange,delay1,3,7,var0,HybridWithUncertaintyAndPenalty,1.000000
multichange,delay1,3,7,var0,HybridWithUncertaintyPropagationAndPenalty,0.970670
multichange,delay1,3,5,var1,Subtree,0.808660
multichange,delay1,3,5,var1,SubtreeWithUncertainty,0.808660
multichange,delay1,3,5,var1,SubtreeWithUncertaintyPropagation,0.808660
multichange,delay1,3,5,var1,SubtreeWithPenalty,0.867320
multichange,delay1,3,5,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.794691
multichange,delay1,3,5,var1,ResponseTimeAnalysis,0.921787
multichange,delay1,3,5,var1,ResponseTimeAnalysisWithPenalty,0.921787
multichange,delay1,3,5,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.882680
multichange,delay1,3,5,var1,HybridWithUncertainty,0.808660
multichange,delay1,3,5,var1,HybridWithUncertaintyPropagation,0.808660
multichange,delay1,3,5,var1,HybridWithUncertaintyAndPenalty,1.000000
multichange,delay1,3,5,var1,HybridWithUncertaintyPropagationAndPenalty,0.925980
multichange,delay1,3,5,var0,Subtree,0.808660
multichange,delay1,3,5,var0,SubtreeWithUncertainty,0.808660
multichange,delay1,3,5,var0,SubtreeWithUncertaintyPropagation,0.808660
multichange,delay1,3,5,var0,SubtreeWithPenalty,0.867320
multichange,delay1,3,5,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.794691
multichange,delay1,3,5,var0,ResponseTimeAnalysis,0.921787
multichange,delay1,3,5,var0,ResponseTimeAnalysisWithPenalty,0.921787
multichange,delay1,3,5,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.882680
multichange,delay1,3,5,var0,HybridWithUncertainty,0.808660
multichange,delay1,3,5,var0,HybridWithUncertaintyPropagation,0.808660
multichange,delay1,3,5,var0,HybridWithUncertaintyAndPenalty,1.000000
multichange,delay1,3,5,var0,HybridWithUncertaintyPropagationAndPenalty,0.925980
multichange,delay1,3,9,var3,Subtree,0.808660
multichange,delay1,3,9,var3,SubtreeWithUncertainty,0.808660
multichange,delay1,3,9,var3,SubtreeWithUncertaintyPropagation,0.808660
multichange,delay1,3,9,var3,SubtreeWithPenalty,0.867320
multichange,delay1,3,9,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.765361
multichange,delay1,3,9,var3,ResponseTimeAnalysis,0.921787
multichange,delay1,3,9,var3,ResponseTimeAnalysisWithPenalty,0.921787
multichange,delay1,3,9,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.882680
multichange,delay1,3,9,var3,HybridWithUncertainty,0.808660
multichange,delay1,3,9,var3,HybridWithUncertaintyPropagation,0.808660
multichange,delay1,3,9,var3,HybridWithUncertaintyAndPenalty,1.000000
multichange,delay1,3,9,var3,HybridWithUncertaintyPropagationAndPenalty,0.941340
multichange,delay1,3,9,var2,Subtree,0.808660
multichange,delay1,3,9,var2,SubtreeWithUncertainty,0.808660
multichange,delay1,3,9,var2,SubtreeWithUncertaintyPropagation,0.816340
multichange,delay1,3,9,var2,SubtreeWithPenalty,0.867320
multichange,delay1,3,9,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.808660
multichange,delay1,3,9,var2,ResponseTimeAnalysis,0.921787
multichange,delay1,3,9,var2,ResponseTimeAnalysisWithPenalty,0.921787
multichange,delay1,3,9,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.921787
multichange,delay1,3,9,var2,HybridWithUncertainty,0.808660
multichange,delay1,3,9,var2,HybridWithUncertaintyPropagation,0.824020
multichange,delay1,3,9,var2,HybridWithUncertaintyAndPenalty,1.000000
multichange,delay1,3,9,var2,HybridWithUncertaintyPropagationAndPenalty,1.000000
multichange,delay1,5,5,var2,Subtree,0.826587
multichange,delay1,5,5,var2,SubtreeWithUncertainty,0.851414
multichange,delay1,5,5,var2,SubtreeWithUncertaintyPropagation,0.853385
multichange,delay1,5,5,var2,SubtreeWithPenalty,0.896966
multichange,delay1,5,5,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.853034
multichange,delay1,5,5,var2,ResponseTimeAnalysis,0.914436
multichange,delay1,5,5,var2,ResponseTimeAnalysisWithPenalty,0.914436
multichange,delay1,5,5,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.914436
multichange,delay1,5,5,var2,HybridWithUncertainty,0.890651
multichange,delay1,5,5,var2,HybridWithUncertaintyPropagation,0.859349
multichange,delay1,5,5,var2,HybridWithUncertaintyAndPenalty,0.964756
multichange,delay1,5,5,var2,HybridWithUncertaintyPropagationAndPenalty,0.912887
multichange,delay1,5,5,var3,Subtree,0.826587
multichange,delay1,5,5,var3,SubtreeWithUncertainty,0.837316
multichange,delay1,5,5,var3,SubtreeWithUncertaintyPropagation,0.812177
multichange,delay1,5,5,var3,SubtreeWithPenalty,0.896966
multichange,delay1,5,5,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.853385
multichange,delay1,5,5,var3,ResponseTimeAnalysis,0.914436
multichange,delay1,5,5,var3,ResponseTimeAnalysisWithPenalty,0.914436
multichange,delay1,5,5,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.908895
multichange,delay1,5,5,var3,HybridWithUncertainty,0.881839
multichange,delay1,5,5,var3,HybridWithUncertaintyPropagation,0.812177
multichange,delay1,5,5,var3,HybridWithUncertaintyAndPenalty,0.964756
multichange,delay1,5,5,var3,HybridWithUncertaintyPropagationAndPenalty,0.935952
multichange,delay1,5,7,var2,Subtree,0.826587
multichange,delay1,5,7,var2,SubtreeWithUncertainty,0.851414
multichange,delay1,5,7,var2,SubtreeWithUncertaintyPropagation,0.853385
multichange,delay1,5,7,var2,SubtreeWithPenalty,0.932211
multichange,delay1,5,7,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.890651
multichange,delay1,5,7,var2,ResponseTimeAnalysis,0.914436
multichange,delay1,5,7,var2,ResponseTimeAnalysisWithPenalty,0.914436
multichange,delay1,5,7,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.914436
multichange,delay1,5,7,var2,HybridWithUncertainty,0.890651
multichange,delay1,5,7,var2,HybridWithUncertaintyPropagation,0.859349
multichange,delay1,5,7,var2,HybridWithUncertaintyAndPenalty,0.960763
multichange,delay1,5,7,var2,HybridWithUncertaintyPropagationAndPenalty,0.964756
multichange,delay1,5,7,var3,Subtree,0.826587
multichange,delay1,5,7,var3,SubtreeWithUncertainty,0.837316
multichange,delay1,5,7,var3,SubtreeWithUncertaintyPropagation,0.812177
multichange,delay1,5,7,var3,SubtreeWithPenalty,0.932211
multichange,delay1,5,7,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.856192
multichange,delay1,5,7,var3,ResponseTimeAnalysis,0.914436
multichange,delay1,5,7,var3,ResponseTimeAnalysisWithPenalty,0.914436
multichange,delay1,5,7,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.908895
multichange,delay1,5,7,var3,HybridWithUncertainty,0.881839
multichange,delay1,5,7,var3,HybridWithUncertaintyPropagation,0.812177
multichange,delay1,5,7,var3,HybridWithUncertaintyAndPenalty,0.925519
multichange,delay1,5,7,var3,HybridWithUncertaintyPropagationAndPenalty,0.947322
multichange,delay1,5,3,var3,Subtree,0.826587
multichange,delay1,5,3,var3,SubtreeWithUncertainty,0.837316
multichange,delay1,5,3,var3,SubtreeWithUncertaintyPropagation,0.812177
multichange,delay1,5,3,var3,SubtreeWithPenalty,0.863342
multichange,delay1,5,3,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.829799
multichange,delay1,5,3,var3,ResponseTimeAnalysis,0.914436
multichange,delay1,5,3,var3,ResponseTimeAnalysisWithPenalty,0.914436
multichange,delay1,5,3,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.908895
multichange,delay1,5,3,var3,HybridWithUncertainty,0.881839
