scenario,variant,n,penalty,weight,strategy,ndcg
multichange,delay2,7,3,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.896106
multichange,delay2,7,3,var0,ResponseTimeAnalysis,0.830805
multichange,delay2,7,3,var0,ResponseTimeAnalysisWithPenalty,0.830805
multichange,delay2,7,3,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.855408
multichange,delay2,7,3,var0,HybridWithUncertainty,0.885591
multichange,delay2,7,3,var0,HybridWithUncertaintyPropagation,0.879767
multichange,delay2,7,3,var0,HybridWithUncertaintyAndPenalty,0.896142
multichange,delay2,7,3,var0,HybridWithUncertaintyPropagationAndPenalty,0.909647
multichange,delay2,7,3,var1,Subtree,0.897605
multichange,delay2,7,3,var1,SubtreeWithUncertainty,0.901903
multichange,delay2,7,3,var1,SubtreeWithUncertaintyPropagation,0.901251
multichange,delay2,7,3,var1,SubtreeWithPenalty,0.890998
multichange,delay2,7,3,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.896106
multichange,delay2,7,3,var1,ResponseTimeAnalysis,0.830805
multichange,delay2,7,3,var1,ResponseTimeAnalysisWithPenalty,0.830805
multichange,delay2,7,3,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.855408
multichange,delay2,7,3,var1,HybridWithUncertainty,0.885591
multichange,delay2,7,3,var1,HybridWithUncertaintyPropagation,0.879767
multichange,delay2,7,3,var1,HybridWithUncertaintyAndPenalty,0.896142
multichange,delay2,7,3,var1,HybridWithUncertaintyPropagationAndPenalty,0.909647
multichange,delay2,7,1,var0,Subtree,0.897605
multichange,delay2,7,1,var0,SubtreeWithUncertainty,0.901903
multichange,delay2,7,1,var0,SubtreeWithUncertaintyPropagation,0.901251
multichange,delay2,7,1,var0,SubtreeWithPenalty,0.896142
multichange,delay2,7,1,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.901251
multichange,delay2,7,1,var0,ResponseTimeAnalysis,0.830805
multichange,delay2,7,1,var0,ResponseTimeAnalysisWithPenalty,0.830805
multichange,delay2,7,1,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.861464
multichange,delay2,7,1,var0,HybridWithUncertainty,0.885591
multichange,delay2,7,1,var0,HybridWithUncertaintyPropagation,0.879767
multichange,delay2,7,1,var0,HybridWithUncertaintyAndPenalty,0.885591
multichange,delay2,7,1,var0,HybridWithUncertaintyPropagationAndPenalty,0.879767
multichange,delay2,7,1,var1,Subtree,0.897605
multichange,delay2,7,1,var1,SubtreeWithUncertainty,0.901903
multichange,delay2,7,1,var1,SubtreeWithUncertaintyPropagation,0.901251
multichange,delay2,7,1,var1,SubtreeWithPenalty,0.896142
multichange,delay2,7,1,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.901251
multichange,delay2,7,1,var1,ResponseTimeAnalysis,0.830805
multichange,delay2,7,1,var1,ResponseTimeAnalysisWithPenalty,0.830805
multichange,delay2,7,1,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.861464
multichange,delay2,7,1,var1,HybridWithUncertainty,0.885591
multichange,delay2,7,1,var1,HybridWithUncertaintyPropagation,0.879767
multichange,delay2,7,1,var1,HybridWithUncertaintyAndPenalty,0.885591
multichange,delay2,7,1,var1,HybridWithUncertaintyPropagationAndPenalty,0.879767
multichange,delay2,7,9,var3,Subtree,0.897605
multichange,delay2,7,9,var3,SubtreeWithUncertainty,0.930945
multichange,delay2,7,9,var3,SubtreeWithUncertaintyPropagation,0.901251
multichange,delay2,7,9,var3,SubtreeWithPenalty,0.890998
multichange,delay2,7,9,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.896106
multichange,delay2,7,9,var3,ResponseTimeAnalysis,0.830805
multichange,delay2,7,9,var3,ResponseTimeAnalysisWithPenalty,0.830805
multichange,delay2,7,9,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.855408
multichange,delay2,7,9,var3,HybridWithUncertainty,0.906715
multichange,delay2,7,9,var3,HybridWithUncertaintyPropagation,0.879767
multichange,delay2,7,9,var3,HybridWithUncertaintyAndPenalty,0.872996
multichange,delay2,7,9,var3,HybridWithUncertaintyPropagationAndPenalty,0.883774
multichange,delay2,7,9,var2,Subtree,0.897605
multichange,delay2,7,9,var2,SubtreeWithUncertainty,0.871966
multichange,delay2,7,9,var2,SubtreeWithUncertaintyPropagation,0.867108
multichange,delay2,7,9,var2,SubtreeWithPenalty,0.890998
multichange,delay2,7,9,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.866822
multichange,delay2,7,9,var2,ResponseTimeAnalysis,0.830805
multichange,delay2,7,9,var2,ResponseTimeAnalysisWithPenalty,0.830805
multichange,delay2,7,9,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.835993
multichange,delay2,7,9,var2,HybridWithUncertainty,0.879767
multichange,delay2,7,9,var2,HybridWithUncertaintyPropagation,0.876515
multichange,delay2,7,9,var2,HybridWithUncertaintyAndPenalty,0.874622
multichange,delay2,7,9,var2,HybridWithUncertaintyPropagationAndPenalty,0.909647
multichange,delay2,10,1,var3,Subtree,0.881669
multichange,delay2,10,1,var3,SubtreeWithUncertainty,0.932730
multichange,delay2,10,1,var3,SubtreeWithUncertaintyPropagation,0.922888
multichange,delay2,10,1,var3,SubtreeWithPenalty,0.880405
multichange,delay2,10,1,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.922888
multichange,delay2,10,1,var3,ResponseTimeAnalysis,0.828811
multichange,delay2,10,1,var3,ResponseTimeAnalysisWithPenalty,0.828811
multichange,delay2,10,1,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.894469
multichange,delay2,10,1,var3,HybridWithUncertainty,0.942741
multichange,delay2,10,1,var3,HybridWithUncertaintyPropagation,0.933976
multichange,delay2,10,1,var3,HybridWithUncertaintyAndPenalty,0.942741
multichange,delay2,10,1,var3,HybridWithUncertaintyPropagationAndPenalty,0.933976
multichange,delay2,10,1,var2,Subtree,0.881669
multichange,delay2,10,1,var2,SubtreeWithUncertainty,0.869198
multichange,delay2,10,1,var2,SubtreeWithUncertaintyPropagation,0.865002
multichange,delay2,10,1,var2,SubtreeWithPenalty,0.880405
multichange,delay2,10,1,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.869198
multichange,delay2,10,1,var2,ResponseTimeAnalysis,0.828811
multichange,delay2,10,1,var2,ResponseTimeAnalysisWithPenalty,0.828811
multichange,delay2,10,1,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.824609
multichange,delay2,10,1,var2,HybridWithUncertainty,0.881338
multichange,delay2,10,1,var2,HybridWithUncertaintyPropagation,0.878529
multichange,delay2,10,1,var2,HybridWithUncertaintyAndPenalty,0.881338
multichange,delay2,10,1,var2,HybridWithUncertaintyPropagationAndPenalty,0.878529
multichange,delay2,10,3,var3,Subtree,0.881669
multichange,delay2,10,3,var3,SubtreeWithUncertainty,0.932730
multichange,delay2,10,3,var3,SubtreeWithUncertaintyPropagation,0.922888
multichange,delay2,10,3,var3,SubtreeWithPenalty,0.875962
multichange,delay2,10,3,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.918445
multichange,delay2,10,3,var3,ResponseTimeAnalysis,0.828811
multichange,delay2,10,3,var3,ResponseTimeAnalysisWithPenalty,0.828811
multichange,delay2,10,3,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.901646
multichange,delay2,10,3,var3,HybridWithUncertainty,0.942741
multichange,delay2,10,3,var3,HybridWithUncertaintyPropagation,0.933976
multichange,delay2,10,3,var3,HybridWithUncertaintyAndPenalty,0.936621
multichange,delay2,10,3,var3,HybridWithUncertaintyPropagationAndPenalty,0.928961
multichange,delay2,10,3,var2,Subtree,0.881669
multichange,delay2,10,3,var2,SubtreeWithUncertainty,0.869198
multichange,delay2,10,3,var2,SubtreeWithUncertaintyPropagation,0.865002
multichange,delay2,10,3,var2,SubtreeWithPenalty,0.875962
multichange,delay2,10,3,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.869198
multichange,delay2,10,3,var2,ResponseTimeAnalysis,0.828811
multichange,delay2,10,3,var2,ResponseTimeAnalysisWithPenalty,0.828811
multichange,delay2,10,3,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.838128
multichange,delay2,10,3,var2,HybridWithUncertainty,0.881338
multichange,delay2,10,3,var2,HybridWithUncertaintyPropagation,0.878529
multichange,delay2,10,3,var2,HybridWithUncertaintyAndPenalty,0.899779
multichange,delay2,10,3,var2,HybridWithUncertaintyPropagationAndPenalty,0.896727
multichange,delay2,10,7,var2,Subtree,0.881669
multichange,delay2,10,7,var2,SubtreeWithUncertainty,0.869198
multichange,delay2,10,7,var2,SubtreeWithUncertaintyPropagation,0.865002
multichange,delay2,10,7,var2,SubtreeWithPenalty,0.875962
multichange,delay2,10,7,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.864755
multichange,delay2,10,7,var2,ResponseTimeAnalysis,0.828811
multichange,delay2,10,7,var2,ResponseTimeAnalysisWithPenalty,0.828811
multichange,delay2,10,7,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.838128
multichange,delay2,10,7,var2,HybridWithUncertainty,0.881338
multichange,delay2,10,7,var2,HybridWithUncertaintyPropagation,0.878529
multichange,delay2,10,7,var2,HybridWithUncertaintyAndPenalty,0.900598
multichange,delay2,10,7,var2,HybridWithUncertaintyPropagationAndPenalty,0.899779
multichange,delay2,10,7,var3,Subtree,0.881669
multichange,delay2,10,7,var3,SubtreeWithUncertainty,0.932730
multichange,delay2,10,7,var3,SubtreeWithUncertaintyPropagation,0.922888
multichange,delay2,10,7,var3,SubtreeWithPenalty,0.875962
multichange,delay2,10,7,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.918445
multichange,delay2,10,7,var3,ResponseTimeAnalysis,0.828811
multichange,delay2,10,7,var3,ResponseTimeAnalysisWithPenalty,0.828811
multichange,delay2,10,7,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.903051
multichange,delay2,10,7,var3,HybridWithUncertainty,0.942741
multichange,delay2,10,7,var3,HybridWithUncertaintyPropagation,0.933976
multichange,delay2,10,7,var3,HybridWithUncertaintyAndPenalty,0.938419
multichange,delay2,10,7,var3,HybridWithUncertaintyPropagationAndPenalty,0.927570
multichange,delay2,10,5,var2,Subtree,0.881669
multichange,delay2,10,5,var2,SubtreeWithUncertainty,0.869198
multichange,delay2,10,5,var2,SubtreeWithUncertaintyPropagation,0.865002
multichange,delay2,10,5,var2,SubtreeWithPenalty,0.875962
multichange,delay2,10,5,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.864755
multichange,delay2,10,5,var2,ResponseTimeAnalysis,0.828811
multichange,delay2,10,5,var2,ResponseTimeAnalysisWithPenalty,0.828811
multichange,delay2,10,5,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.838128
multichange,delay2,10,5,var2,HybridWithUncertainty,0.881338
multichange,delay2,10,5,var2,HybridWithUncertaintyPropagation,0.878529
multichange,delay2,10,5,var2,HybridWithUncertaintyAndPenalty,0.900598
multichange,delay2,10,5,var2,HybridWithUncertaintyPropagationAndPenalty,0.900761
multichange,delay2,10,5,var3,Subtree,0.881669
multichange,delay2,10,5,var3,SubtreeWithUncertainty,0.932730
multichange,delay2,10,5,var3,SubtreeWithUncertaintyPropagation,0.922888
multichange,delay2,10,5,var3,SubtreeWithPenalty,0.875962
multichange,delay2,10,5,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.918445
multichange,delay2,10,5,var3,ResponseTimeAnalysis,0.828811
multichange,delay2,10,5,var3,ResponseTimeAnalysisWithPenalty,0.828811
multichange,delay2,10,5,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.903051
multichange,delay2,10,5,var3,HybridWithUncertainty,0.942741
multichange,delay2,10,5,var3,HybridWithUncertaintyPropagation,0.933976
multichange,delay2,10,5,var3,HybridWithUncertaintyAndPenalty,0.938419
multichange,delay2,10,5,var3,HybridWithUncertaintyPropagationAndPenalty,0.928552
multichange,delay2,10,9,var0,Subtree,0.881669
multichange,delay2,10,9,var0,SubtreeWithUncertainty,0.953095
multichange,delay2,10,9,var0,SubtreeWithUncertaintyPropagation,0.952531
multichange,delay2,10,9,var0,SubtreeWithPenalty,0.875962
multichange,delay2,10,9,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.948088
multichange,delay2,10,9,var0,ResponseTimeAnalysis,0.828811
multichange,delay2,10,9,var0,ResponseTimeAnalysisWithPenalty,0.828811
multichange,delay2,10,9,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.903051
multichange,delay2,10,9,var0,HybridWithUncertainty,0.928242
multichange,delay2,10,9,var0,HybridWithUncertaintyPropagation,0.923212
multichange,delay2,10,9,var0,HybridWithUncertaintyAndPenalty,0.915010
multichange,delay2,10,9,var0,HybridWithUncertaintyPropagationAndPenalty,0.925301
multichange,delay2,10,9,var1,Subtree,0.881669
multichange,delay2,10,9,var1,SubtreeWithUncertainty,0.953095
multichange,delay2,10,9,var1,SubtreeWithUncertaintyPropagation,0.952531
multichange,delay2,10,9,var1,SubtreeWithPenalty,0.875962
multichange,delay2,10,9,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.948088
multichange,delay2,10,9,var1,ResponseTimeAnalysis,0.828811
multichange,delay2,10,9,var1,ResponseTimeAnalysisWithPenalty,0.828811
multichange,delay2,10,9,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.903051
multichange,delay2,10,9,var1,HybridWithUncertainty,0.928242
multichange,delay2,10,9,var1,HybridWithUncertaintyPropagation,0.923212
multichange,delay2,10,9,var1,HybridWithUncertaintyAndPenalty,0.915010
multichange,delay2,10,9,var1,HybridWithUncertaintyPropagationAndPenalty,0.925301
multichange,delay2,10,5,var1,Subtree,0.881669
multichange,delay2,10,5,var1,SubtreeWithUncertainty,0.953095
multichange,delay2,10,5,var1,SubtreeWithUncertaintyPropagation,0.952531
multichange,delay2,10,5,var1,SubtreeWithPenalty,0.875962
multichange,delay2,10,5,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.948088
multichange,delay2,10,5,var1,ResponseTimeAnalysis,0.828811
multichange,delay2,10,5,var1,ResponseTimeAnalysisWithPenalty,0.828811
multichange,delay2,10,5,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.903051
multichange,delay2,10,5,var1,HybridWithUncertainty,0.928242
multichange,delay2,10,5,var1,HybridWithUncertaintyPropagation,0.923212
multichange,delay2,10,5,var1,HybridWithUncertaintyAndPenalty,0.925301
multichange,delay2,10,5,var1,HybridWithUncertaintyPropagationAndPenalty,0.924482
multichange,delay2,10,5,var0,Subtree,0.881669
multichange,delay2,10,5,var0,SubtreeWithUncertainty,0.953095
multichange,delay2,10,5,var0,SubtreeWithUncertaintyPropagation,0.952531
multichange,delay2,10,5,var0,SubtreeWithPenalty,0.875962
multichange,delay2,10,5,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.948088
multichange,delay2,10,5,var0,ResponseTimeAnalysis,0.828811
multichange,delay2,10,5,var0,ResponseTimeAnalysisWithPenalty,0.828811
multichange,delay2,10,5,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.903051
multichange,delay2,10,5,var0,HybridWithUncertainty,0.928242
multichange,delay2,10,5,var0,HybridWithUncertaintyPropagation,0.923212
multichange,delay2,10,5,var0,HybridWithUncertaintyAndPenalty,0.925301
multichange,delay2,10,5,var0,HybridWithUncertaintyPropagationAndPenalty,0.924482
multichange,delay2,10,7,var1,Subtree,0.881669
multichange,delay2,10,7,var1,SubtreeWithUncertainty,0.953095
multichange,delay2,10,7,var1,SubtreeWithUncertaintyPropagation,0.952531
multichange,delay2,10,7,var1,SubtreeWithPenalty,0.875962
multichange,delay2,10,7,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.948088
multichange,delay2,10,7,var1,ResponseTimeAnalysis,0.828811
multichange,delay2,10,7,var1,ResponseTimeAnalysisWithPenalty,0.828811
multichange,delay2,10,7,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.903051
multichange,delay2,10,7,var1,HybridWithUncertainty,0.928242
multichange,delay2,10,7,var1,HybridWithUncertaintyPropagation,0.923212
multichange,delay2,10,7,var1,HybridWithUncertaintyAndPenalty,0.925301
multichange,delay2,10,7,var1,HybridWithUncertaintyPropagationAndPenalty,0.925301
multichange,delay2,10,7,var0,Subtree,0.881669
multichange,delay2,10,7,var0,SubtreeWithUncertainty,0.953095
multichange,delay2,10,7,var0,SubtreeWithUncertaintyPropagation,0.952531
multichange,delay2,10,7,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.948088
multichange,delay2,10,7,var0,ResponseTimeAnalysis,0.828811
multichange,delay2,10,7,var0,SubtreeWithPenalty,0.875962
multichange,delay2,10,7,var0,ResponseTimeAnalysisWithPenalty,0.828811
multichange,delay2,10,7,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.903051
multichange,delay2,10,7,var0,HybridWithUncertainty,0.928242
multichange,delay2,10,7,var0,HybridWithUncertaintyPropagation,0.923212
multichange,delay2,10,7,var0,HybridWithUncertaintyAndPenalty,0.925301
multichange,delay2,10,7,var0,HybridWithUncertaintyPropagationAndPenalty,0.925301
multichange,delay2,10,3,var0,Subtree,0.881669
multichange,delay2,10,3,var0,SubtreeWithUncertainty,0.953095
multichange,delay2,10,3,var0,SubtreeWithUncertaintyPropagation,0.952531
multichange,delay2,10,3,var0,SubtreeWithPenalty,0.875962
multichange,delay2,10,3,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.948088
multichange,delay2,10,3,var0,ResponseTimeAnalysis,0.828811
multichange,delay2,10,3,var0,ResponseTimeAnalysisWithPenalty,0.828811
multichange,delay2,10,3,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.903051
multichange,delay2,10,3,var0,HybridWithUncertainty,0.928242
multichange,delay2,10,3,var0,HybridWithUncertaintyPropagation,0.923212
multichange,delay2,10,3,var0,HybridWithUncertaintyAndPenalty,0.924891
multichange,delay2,10,3,var0,HybridWithUncertaintyPropagationAndPenalty,0.926446
multichange,delay2,10,3,var1,Subtree,0.881669
multichange,delay2,10,3,var1,SubtreeWithUncertainty,0.953095
multichange,delay2,10,3,var1,SubtreeWithUncertaintyPropagation,0.952531
multichange,delay2,10,3,var1,SubtreeWithPenalty,0.875962
multichange,delay2,10,3,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.948088
multichange,delay2,10,3,var1,ResponseTimeAnalysis,0.828811
multichange,delay2,10,3,var1,ResponseTimeAnalysisWithPenalty,0.828811
multichange,delay2,10,3,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.903051
multichange,delay2,10,3,var1,HybridWithUncertainty,0.928242
multichange,delay2,10,3,var1,HybridWithUncertaintyPropagation,0.923212
multichange,delay2,10,3,var1,HybridWithUncertaintyAndPenalty,0.924891
multichange,delay2,10,3,var1,HybridWithUncertaintyPropagationAndPenalty,0.926446
multichange,delay2,10,1,var0,Subtree,0.881669
multichange,delay2,10,1,var0,SubtreeWithUncertainty,0.953095
multichange,delay2,10,1,var0,SubtreeWithUncertaintyPropagation,0.952531
multichange,delay2,10,1,var0,SubtreeWithPenalty,0.880405
multichange,delay2,10,1,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.952531
multichange,delay2,10,1,var0,ResponseTimeAnalysis,0.828811
multichange,delay2,10,1,var0,ResponseTimeAnalysisWithPenalty,0.828811
multichange,delay2,10,1,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.896427
multichange,delay2,10,1,var0,HybridWithUncertainty,0.928242
multichange,delay2,10,1,var0,HybridWithUncertaintyPropagation,0.923212
multichange,delay2,10,1,var0,HybridWithUncertaintyAndPenalty,0.928242
multichange,delay2,10,1,var0,HybridWithUncertaintyPropagationAndPenalty,0.923212
multichange,delay2,10,1,var1,Subtree,0.881669
multichange,delay2,10,1,var1,SubtreeWithUncertainty,0.953095
multichange,delay2,10,1,var1,SubtreeWithUncertaintyPropagation,0.952531
multichange,delay2,10,1,var1,SubtreeWithPenalty,0.880405
multichange,delay2,10,1,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.952531
multichange,delay2,10,1,var1,ResponseTimeAnalysis,0.828811
multichange,delay2,10,1,var1,ResponseTimeAnalysisWithPenalty,0.828811
multichange,delay2,10,1,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.896427
multichange,delay2,10,1,var1,HybridWithUncertainty,0.928242
multichange,delay2,10,1,var1,HybridWithUncertaintyPropagation,0.923212
multichange,delay2,10,1,var1,HybridWithUncertaintyAndPenalty,0.928242
multichange,delay2,10,1,var1,HybridWithUncertaintyPropagationAndPenalty,0.923212
multichange,delay2,10,9,var3,Subtree,0.881669
multichange,delay2,10,9,var3,SubtreeWithUncertainty,0.932730
multichange,delay2,10,9,var3,SubtreeWithUncertaintyPropagation,0.922888
multichange,delay2,10,9,var3,SubtreeWithPenalty,0.875962
multichange,delay2,10,9,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.918445
multichange,delay2,10,9,var3,ResponseTimeAnalysis,0.828811
multichange,delay2,10,9,var3,ResponseTimeAnalysisWithPenalty,0.828811
multichange,delay2,10,9,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.903051
multichange,delay2,10,9,var3,HybridWithUncertainty,0.942741
multichange,delay2,10,9,var3,HybridWithUncertaintyPropagation,0.933976
multichange,delay2,10,9,var3,HybridWithUncertaintyAndPenalty,0.928128
multichange,delay2,10,9,var3,HybridWithUncertaintyPropagationAndPenalty,0.927406
multichange,delay2,10,9,var2,Subtree,0.881669
multichange,delay2,10,9,var2,SubtreeWithUncertainty,0.869198
multichange,delay2,10,9,var2,SubtreeWithUncertaintyPropagation,0.865002
multichange,delay2,10,9,var2,SubtreeWithPenalty,0.875962
multichange,delay2,10,9,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.864755
multichange,delay2,10,9,var2,ResponseTimeAnalysis,0.828811
multichange,delay2,10,9,var2,ResponseTimeAnalysisWithPenalty,0.828811
multichange,delay2,10,9,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.838128
multichange,delay2,10,9,var2,HybridWithUncertainty,0.881338
multichange,delay2,10,9,var2,HybridWithUncertaintyPropagation,0.878529
multichange,delay2,10,9,var2,HybridWithUncertaintyAndPenalty,0.891711
multichange,delay2,10,9,var2,HybridWithUncertaintyPropagationAndPenalty,0.901743
multichange,delay3,3,9,var3,Subtree,0.750000
multichange,delay3,3,9,var3,SubtreeWithUncertainty,0.750000
multichange,delay3,3,9,var3,SubtreeWithUncertaintyPropagation,0.750000
multichange,delay3,3,9,var3,SubtreeWithPenalty,0.750000
multichange,delay3,3,9,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.750000
multichange,delay3,3,9,var3,ResponseTimeAnalysis,0.867320
multichange,delay3,3,9,var3,ResponseTimeAnalysisWithPenalty,0.867320
multichange,delay3,3,9,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.921787
multichange,delay3,3,9,var3,HybridWithUncertainty,0.779330
multichange,delay3,3,9,var3,HybridWithUncertaintyPropagation,0.750000
multichange,delay3,3,9,var3,HybridWithUncertaintyAndPenalty,0.925980
multichange,delay3,3,9,var3,HybridWithUncertaintyPropagationAndPenalty,0.808660
multichange,delay3,3,9,var2,Subtree,0.750000
multichange,delay3,3,9,var2,SubtreeWithUncertainty,0.750000
multichange,delay3,3,9,var2,SubtreeWithUncertaintyPropagation,0.750000
multichange,delay3,3,9,var2,SubtreeWithPenalty,0.750000
multichange,delay3,3,9,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.750000
multichange,delay3,3,9,var2,ResponseTimeAnalysis,0.867320
multichange,delay3,3,9,var2,ResponseTimeAnalysisWithPenalty,0.867320
multichange,delay3,3,9,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.867320
multichange,delay3,3,9,var2,HybridWithUncertainty,0.750000
multichange,delay3,3,9,var2,HybridWithUncertaintyPropagation,0.750000
multichange,delay3,3,9,var2,HybridWithUncertaintyAndPenalty,0.867320
multichange,delay3,3,9,var2,HybridWithUncertaintyPropagationAndPenalty,0.824020
multichange,delay3,3,3,var0,Subtree,0.750000
multichange,delay3,3,3,var0,SubtreeWithUncertainty,0.750000
multichange,delay3,3,3,var0,SubtreeWithUncertaintyPropagation,0.750000
multichange,delay3,3,3,var0,SubtreeWithPenalty,0.750000
multichange,delay3,3,3,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.750000
multichange,delay3,3,3,var0,ResponseTimeAnalysis,0.867320
multichange,delay3,3,3,var0,ResponseTimeAnalysisWithPenalty,0.867320
multichange,delay3,3,3,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.921787
multichange,delay3,3,3,var0,HybridWithUncertainty,0.750000
multichange,delay3,3,3,var0,HybridWithUncertaintyPropagation,0.750000
multichange,delay3,3,3,var0,HybridWithUncertaintyAndPenalty,0.808660
multichange,delay3,3,3,var0,HybridWithUncertaintyPropagationAndPenalty,0.779330
multichange,delay3,3,3,var1,Subtree,0.750000
multichange,delay3,3,3,var1,SubtreeWithUncertainty,0.750000
multichange,delay3,3,3,var1,SubtreeWithUncertaintyPropagation,0.750000
multichange,delay3,3,3,var1,SubtreeWithPenalty,0.750000
multichange,delay3,3,3,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.750000
multichange,delay3,3,3,var1,ResponseTimeAnalysis,0.867320
multichange,delay3,3,3,var1,ResponseTimeAnalysisWithPenalty,0.867320
multichange,delay3,3,3,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.921787
multichange,delay3,3,3,var1,HybridWithUncertainty,0.750000
multichange,delay3,3,3,var1,HybridWithUncertaintyPropagation,0.750000
multichange,delay3,3,3,var1,HybridWithUncertaintyAndPenalty,0.808660
multichange,delay3,3,3,var1,HybridWithUncertaintyPropagationAndPenalty,0.779330
multichange,delay3,3,1,var0,Subtree,0.750000
multichange,delay3,3,1,var0,SubtreeWithUncertainty,0.750000
multichange,delay3,3,1,var0,SubtreeWithUncertaintyPropagation,0.750000
multichange,delay3,3,1,var0,SubtreeWithPenalty,0.750000
multichange,delay3,3,1,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.750000
multichange,delay3,3,1,var0,ResponseTimeAnalysis,0.867320
multichange,delay3,3,1,var0,ResponseTimeAnalysisWithPenalty,0.867320
multichange,delay3,3,1,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.897345
multichange,delay3,3,1,var0,HybridWithUncertainty,0.750000
multichange,delay3,3,1,var0,HybridWithUncertaintyPropagation,0.750000
multichange,delay3,3,1,var0,HybridWithUncertaintyAndPenalty,0.750000
multichange,delay3,3,1,var0,HybridWithUncertaintyPropagationAndPenalty,0.750000
multichange,delay3,3,1,var1,Subtree,0.750000
multichange,delay3,3,1,var1,SubtreeWithUncertainty,0.750000
multichange,delay3,3,1,var1,SubtreeWithUncertaintyPropagation,0.750000
multichange,delay3,3,1,var1,SubtreeWithPenalty,0.750000
multichange,delay3,3,1,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.750000
multichange,delay3,3,1,var1,ResponseTimeAnalysis,0.867320
multichange,delay3,3,1,var1,ResponseTimeAnalysisWithPenalty,0.867320
multichange,delay3,3,1,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.897345
multichange,delay3,3,1,var1,HybridWithUncertainty,0.750000
multichange,delay3,3,1,var1,HybridWithUncertaintyPropagation,0.750000
multichange,delay3,3,1,var1,HybridWithUncertaintyAndPenalty,0.750000
multichange,delay3,3,1,var1,HybridWithUncertaintyPropagationAndPenalty,0.750000
multichange,delay3,3,5,var1,Subtree,0.750000
multichange,delay3,3,5,var1,SubtreeWithUncertainty,0.750000
